Phase,PC_Date,PC_Time,YearDay,Lat,Lon,Pressure,SBE_Temp,SBE_Cond,SBE_Sal,IR_mVolts,IR_Conc,NewXCO2,dCO2,Avg_mV,GasFlow,WaterFlow,Eq_volts,Eq_Temp,SCS_Temp,SCS_Sal,pH2O,fCO2_weq,fCO2_a,fCO2_wInSitu,dfCO2,AirFlag,IR_Temp,Wind_Dir_Rel,Wind_Speed_Rel,Wind_Dir_Abs,Wind_Speed_Abs,QCFlag,Fluoro,SeaLevelPressure,COG,SOG,AirTemp
WATER,9/7/05,16:22:22,250.6821991,37.703628,-73.341013,1023.390716,25.2168,5.25773,34.4684,0.3704,380.6506,378.7007027,1.949897338,,325.141602,11.082249,298.349,25.199,25.09,34.46,31.23770417,369.6342838,,368.0829041,4.424151037,,31.76656,264.7,10.48,64.46,17.44,2,3.43,1023.05,211,13.7,24.2
WATER,9/7/05,16:26:44,250.6852315,37.689233,-73.35054,1023.617775,25.1588,5.25131,34.4651,0.373,381.2373,379.2805654,1.956734582,,324.157318,10.862962,298.281,25.131,25.1,34.45,31.25648866,370.2781211,,369.8352887,6.17653562,,31.64979,263.1,9.71,55.33,19.12,2,3.436,1023.1,210.9,13.6,24.3
WATER,9/7/05,16:31:05,250.6882523,37.67505,-73.360208,1023.435463,25.3367,5.27776,34.5247,0.3671,379.9194,377.9652893,1.954110667,,321.556305,11.172624,298.475,25.325,25.3,34.51,31.6297842,368.7903308,,368.4350312,4.776278067,,31.52285,245.7,9.71,54.47,19.79,2,3.45,1023.12,210,13.4,24.35
AIR,9/7/05,16:35:46,250.6915046,37.65972,-73.370688,1023.275668,25.5207,5.30823,34.6085,0.3351,372.8166,370.8668651,1.949734901,,557.305176,10.723173,298.626,25.476,25.61,34.64,32.21542048,,361.5965747,,,2,31.41056,254.8,9.32,58.7,18.04,,3.456,1023.03,211.9,13.5,24.3
AIR,9/7/05,16:39:47,250.694294,37.646552,-73.379592,1023.518182,25.7625,5.35711,34.7823,0.3437,374.7157,372.7687132,1.946986831,,528.241028,11.015198,298.842,25.692,25.85,34.77,32.67475711,,363.3747225,,,2,31.30111,248.6,7.96,52.12,18.89,,3.45,1022.98,208.3,13.3,24.45
AIR,9/7/05,16:43:48,250.6970833,37.633282,-73.388288,1023.366981,25.9315,5.3887,34.8839,0.3454,375.1003,373.1451692,1.955130808,,528.184814,10.937919,299.036,25.886,25.89,34.84,32.75100363,,363.6587531,,,2,31.19385,270.6,9.71,64.14,16.39,,3.465,1022.96,207.9,13.2,24.37
WATER,9/7/05,16:47:49,250.6998727,37.620122,-73.39706,1023.323523,26.0109,5.38542,34.7996,0.3518,376.53,374.5639233,1.966076741,,331.473663,10.718787,299.157,26.007,25.97,34.69,32.9091511,364.9682662,,364.4502958,0.791542676,,31.07148,274.2,12.04,68.65,17.86,2,3.46,1022.98,207.1,13.4,24.35
WATER,9/7/05,16:52:11,250.7029051,37.605693,-73.406593,1023.40968,26.0616,5.37101,34.6565,0.3575,377.7929,375.8295072,1.963392779,,333.673248,10.848764,299.203,26.053,26.03,34.62,33.02743664,366.1903902,,365.8674031,2.208649997,,30.94154,262.3,8.93,57.38,17.24,2,3.461,1022.95,206,13.6,24.42
WATER,9/7/05,16:56:52,250.7061574,37.59017,-73.417058,1023.430292,26.0854,5.3668,34.608,0.3637,379.1638,377.2082534,1.955546649,,336.005096,10.958602,299.231,26.081,25.98,34.58,32.93060112,367.5766562,,366.1556256,2.496872467,,30.81081,263.7,8.15,60.49,14.49,2,3.466,1023.02,214.4,13.7,24.42
WATER,9/7/05,17:01:13,250.7091782,37.57594,-73.426402,1023.315831,25.992,5.33158,34.4227,0.3669,379.8852,377.9207392,1.964460811,,338.935394,10.928788,299.146,25.996,25.88,34.38,32.73980773,368.2979182,,366.6622574,3.003504249,,30.67704,254.6,9.9,57.57,18.66,2,3.461,1022.96,209.7,13.7,24.45
STD1,9/7/05,17:05:34,250.7121991,37.561625,-73.435748,1023.284033,25.9322,5.31396,34.3396,0.025,303.25,0.02765,,0.02765,55.131107,10.709772,299.083,25.933,25.82,34.32,32.62472731,,,,,,30.56897,266.8,11.84,67.26,18.29,,3.459,1022.78,207.4,13,24.42
STD2,9/7/05,17:09:36,250.715,37.548313,-73.444628,1023.182735,25.8916,5.30561,34.3092,0.3441,370.9,0.3471,,0.3471,46.491268,10.78255,299.001,25.851,25.8,34.27,32.5869772,,,,,,30.47658,241.3,8.74,52.12,19.5,,3.462,1022.85,209.1,13.8,24.47
STD3,9/7/05,17:13:37,250.7177894,37.53498,-73.4536,1022.980284,25.9168,5.30166,34.2617,0.523,411.42,0.52555,,0.52555,55.183678,10.99607,299.055,25.905,25.85,34.22,32.68453486,,,,,,30.39404,260.7,10.48,64.14,17.97,,3.471,1022.79,206,14,24.52
WATER,9/7/05,17:17:38,250.7205787,37.52171,-73.462718,1023.14631,25.9683,5.30642,34.2578,0.3675,376.0958,375.4331022,0.662697822,,342.205536,10.942228,299.102,25.952,25.9,34.21,32.78163433,365.7958412,,365.0662303,2.713171014,,30.31089,254.3,8.93,56.23,18,2,3.454,1022.81,209.9,13.8,24.52
WATER,9/7/05,17:22:19,250.723831,37.506227,-73.473262,1022.982003,26.006,5.30277,34.203,0.3686,376.3474,375.6782607,0.669139282,,343.794556,10.874963,299.139,25.989,25.92,34.16,32.82136581,365.9595755,,364.9916008,2.638541506,,30.22541,276.2,8.35,59.57,15.17,2,3.477,1022.7,205.5,13.7,24.35
WATER,9/7/05,17:26:40,250.7268519,37.491737,-73.482905,1022.750876,25.965,5.28987,34.1401,0.3712,376.9326,376.2580219,0.6745781,,345.152832,10.986366,299.093,25.943,25.89,34.1,32.76419053,366.4595257,,365.7145649,3.361505616,,30.13569,258.1,10.09,58.23,18.36,2,3.478,1022.7,213.9,13.9,24.32
WATER,9/7/05,17:31:22,250.7301157,37.476322,-73.493405,1022.850998,25.9934,5.28845,34.1086,0.3735,377.4309,376.7712338,0.65966621,,344.121704,10.92315,299.102,25.952,25.91,34.08,32.80336847,366.9822442,,366.39101,4.037950694,,30.04689,260.6,6.99,50.29,16.64,2,3.494,1022.61,204.3,13.5,24.54
AIR,9/7/05,17:35:43,250.7331366,37.462108,-73.503107,1022.910141,25.9729,5.28456,34.0957,0.3516,372.559,371.8977509,0.661249105,,530.528076,11.07552,299.106,25.956,25.88,34.08,32.7451513,,362.277903,,,2,29.97677,247.4,10.09,52.99,19.72,,3.474,1022.46,211.2,13.7,24.54
AIR,9/7/05,17:39:44,250.7359259,37.448762,-73.511873,1022.790466,25.9781,5.29641,34.1778,0.3518,372.6142,371.9421243,0.672075743,,527.950378,11.114918,299.111,25.961,25.89,34.21,32.76222998,,362.2712266,,,2,29.91519,275.5,11.84,68.29,16.94,,3.465,1022.44,209.3,13.3,24.59
AIR,9/7/05,17:43:45,250.7387153,37.435403,-73.52016,1022.733687,25.9431,5.2985,34.2191,0.3517,372.5822,371.9199373,0.662262731,,529.636169,10.67635,299.095,25.945,25.71,34.14,32.4158939,,362.3530593,,,2,29.86356,254.6,9.9,54.77,18.66,,3.497,1022.33,207.4,13.2,24.57
WATER,9/7/05,17:47:46,250.7415046,37.422038,-73.528273,1022.751578,25.726,5.25898,34.0938,0.3787,378.6035,377.9327371,0.670762932,,349.148529,10.907848,298.893,25.743,25.6,34.06,32.20646937,368.2941506,,366.275148,3.922088658,,29.81247,259.6,10.09,55.38,18.09,2,3.507,1022.22,204.8,13.3,24.54
WATER,9/7/05,17:52:07,250.7445255,37.407607,-73.537367,1022.415214,25.7877,5.26744,34.1094,0.3739,377.5212,376.8605212,0.660678789,,350.686249,10.718029,298.904,25.754,25.67,34.06,32.3404985,367.0758692,,365.8923714,3.539312082,,29.76007,256.7,7.57,53.1,16.57,2,3.516,1022.19,205.8,13.4,24.59
WATER,9/7/05,17:56:49,250.7477894,37.392437,-73.548268,1022.467209,25.7562,5.26498,34.1149,0.3718,377.0578,376.3918719,0.665928073,,348.824158,10.586937,298.885,25.735,25.64,34.09,32.28247117,366.6597049,,365.3227691,2.969709796,,29.70651,268.6,7.18,55.61,15.95,2,3.496,1022.2,213.3,13.4,24.57
WATER,9/7/05,18:01:10,250.7508102,37.378447,-73.558612,1022.39062,25.7252,5.26223,34.1181,0.3708,376.8378,376.1688008,0.668999163,,350.725403,10.450418,298.854,25.704,25.61,34.08,32.22523608,366.4348157,,365.1124039,2.759344577,,29.65225,248.5,8.54,54.24,18.7,2,3.492,1022.12,204.3,13,24.64
STD1_Drain,9/7/05,18:05:51,250.7540625,37.362982,-73.568845,1022.300868,25.757,5.26708,34.1296,0.0303,303.25,0.0304,,0.0304,54.310711,10.626564,298.845,25.695,25.64,34.09,32.28247117,,,,,,29.61365,262.9,8.93,58.44,16.66,,3.492,1022.11,206.2,13.7,24.67
STD2,9/7/05,18:09:32,250.7566204,37.350883,-73.576915,1022.498263,25.7716,5.27513,34.1773,0.3501,370.9,0.3503,,0.3503,46.172981,11.00966,298.875,25.725,25.62,34.15,32.24313524,,,,,,29.57946,270.1,9.71,61.96,16.53,,3.485,1021.94,207.8,13,24.69
STD3,9/7/05,18:13:33,250.7594097,37.337795,-73.585667,1022.236683,25.7869,5.2803,34.2036,0.5281,411.42,0.5285,,0.5285,55.103302,10.690415,298.877,25.727,25.71,34.16,32.41554121,,,,,,29.55557,248.5,9.32,50.77,19.46,,3.481,1021.92,218.1,13.8,24.69
WATER,9/7/05,18:17:35,250.7622106,37.324598,-73.594233,1022.257352,25.8386,5.28574,34.2045,0.3693,375.1769,375.123682,0.053217969,,355.17688,10.815815,298.926,25.776,25.72,34.16,32.43476654,365.2917796,,364.5061355,3.448321917,,29.53131,260.1,9.12,55.91,17.29,2,3.474,1021.85,202.2,13.6,24.72
WATER,9/7/05,18:22:16,250.765463,37.309328,-73.60444,1022.182754,25.8837,5.29356,34.2276,0.3693,375.1854,375.123682,0.061717969,,353.197235,10.715295,298.983,25.833,25.77,34.19,32.53051141,365.2296172,,364.3463939,3.288580387,,29.4993,245,7.76,46.25,18.66,2,3.493,1021.77,206,13.6,24.82
WATER,9/7/05,18:26:37,250.7684838,37.295055,-73.613823,1022.177111,25.8671,5.29304,34.2363,0.3701,375.3622,375.3020273,0.06017269,,354.311859,10.78684,298.961,25.811,25.73,34.19,32.45347215,365.4290577,,364.2931065,3.235292917,,29.46707,259.2,8.74,53.62,16.64,2,3.507,1021.76,203.3,13,24.72
WATER,9/7/05,18:31:18,250.7717361,37.279643,-73.623952,1022.090667,25.8693,5.29625,34.2579,0.3703,375.4091,375.34662,0.062479981,,354.586273,10.866427,298.956,25.806,25.76,34.21,32.51088294,365.419778,,364.7742282,3.716414663,,29.43538,256.5,8.54,52.93,17.84,2,3.498,1021.68,206.1,13.6,24.77
AIR,9/7/05,18:35:40,250.7747685,37.265137,-73.63334,1022.079137,25.8911,5.30161,34.2806,0.3505,371.0099,370.9443397,0.065560309,,528.979004,10.617996,298.961,25.811,25.77,34.25,32.52944963,,361.1230808,,,2,29.41107,246.7,9.32,51.55,19.56,,3.474,1021.7,204.9,13.6,24.82
AIR,9/7/05,18:39:41,250.7775579,37.251672,-73.642025,1021.990931,25.8863,5.31093,34.352,0.3508,371.0582,371.010854,0.047345979,,528.733459,10.920403,299.002,25.852,25.76,34.32,32.50893755,,361.1629868,,,2,29.39635,263.9,8.35,62.75,17.62,,3.484,1021.52,206.1,13.4,24.72
AIR,9/7/05,18:43:42,250.7803472,37.238352,-73.650938,1021.938234,25.89,5.31929,34.41,0.3504,370.9726,370.9221695,0.050430474,,528.687927,10.705711,298.971,25.821,25.76,34.38,32.50787648,,361.0578136,,,2,29.38814,246.8,9.51,52.08,19.34,,3.452,1021.53,205.9,13.2,24.87
WATER,9/7/05,18:47:43,250.7831366,37.22508,-73.659882,1021.825922,25.8775,5.3271,34.4762,0.3675,374.7778,374.7225547,0.055245335,,360.175079,10.544989,298.969,25.819,25.74,34.43,32.46847768,364.7299705,,363.6241073,2.566293786,,29.38378,274,9.32,63.93,15.62,2,3.446,1021.42,204.7,13.1,24.72
WATER,9/7/05,18:52:04,250.7861574,37.210637,-73.669643,1021.788222,25.8069,5.32923,34.545,0.3667,374.5931,374.5443423,0.048757715,,360.672302,10.70653,298.92,25.77,25.65,34.51,32.29424834,364.6055558,,362.9270368,1.869223201,,29.37145,256.4,10.68,59.63,19.25,2,3.462,1021.41,208.8,14,24.84
WATER,9/7/05,18:56:45,250.7894097,37.19504,-73.67997,1021.767052,25.7391,5.31511,34.4933,0.3669,374.6512,374.5888915,0.062308453,,358.132782,11.093457,298.819,25.669,25.6,34.44,32.19981234,364.6752205,,363.7082441,2.650430534,,29.35392,278.1,7.18,53.34,15.63,2,3.475,1021.33,209.6,13.9,24.79
WATER,9/7/05,19:01:07,250.7924421,37.18051,-73.689603,1021.621494,25.7331,5.30999,34.4605,0.371,375.557,375.5027146,0.054285374,,362.577209,10.704148,298.844,25.694,25.59,34.4,32.18140911,365.5177446,,364.0583128,3.000499226,,29.33419,258,8.93,55.37,17.75,2,3.464,1021.28,210,13.7,24.82
STD1,9/7/05,19:05:48,250.7956944,37.164993,-73.69997,1021.750666,25.7375,5.30875,34.4481,0.0305,303.25,0.03035,,0.03035,54.725735,10.862312,298.826,25.676,25.61,34.39,32.21980207,,,,,,29.32018,242.3,9.71,49.51,20.41,,3.445,1021.35,212.3,14.1,24.82
STD2,9/7/05,19:09:49,250.7984838,37.151873,-73.708908,1021.645444,25.7341,5.30634,34.433,0.3505,370.9,0.3503,,0.3503,47.02029,10.729197,298.825,25.675,25.58,34.38,32.16266502,,,,,,29.30892,234.8,8.93,46.98,19.32,,3.445,1021.3,206.3,13.3,24.67
STD3,9/7/05,19:13:50,250.8012731,37.138607,-73.71772,1021.651617,25.6962,5.3045,34.4482,0.5289,411.42,0.52875,,0.52875,54.551212,10.702401,298.815,25.665,25.54,34.42,32.08568865,,,,,,29.30413,241.6,7.57,47.29,18.26,,3.428,1021.23,205.6,12.8,24.79
WATER,9/7/05,19:17:51,250.8040625,37.125318,-73.726403,1021.58007,25.6489,5.30701,34.5023,0.3859,378.771,378.8241116,-0.053111611,,361.848541,10.832796,298.742,25.592,25.49,34.45,31.99004273,368.8052812,,367.3605385,6.594394978,,29.30312,279,7.76,58.86,13.98,2,3.425,1021.13,206.8,13.5,24.84
WATER,9/7/05,19:22:13,250.8070949,37.110892,-73.735793,1021.467916,25.6957,5.31417,34.5193,0.3836,378.2595,378.3097591,-0.050259134,,365.445984,10.52072,298.769,25.619,25.56,34.46,32.12310816,368.214261,,367.3793245,6.613180997,,29.29368,267.5,8.54,57.85,15.95,2,3.441,1021.14,203.4,13.1,24.74
WATER,9/7/05,19:26:34,250.8101157,37.096482,-73.745223,1021.406309,25.6735,5.30727,34.4856,0.3855,378.6875,378.7346352,-0.047135177,,362.598267,10.657726,298.796,25.646,25.52,34.44,32.04726089,368.6325359,,366.850168,6.084024443,,29.27555,250,8.15,51.07,17.66,2,3.437,1021.16,210.8,14,24.89
WATER,9/7/05,19:31:15,250.8133681,37.081068,-73.755407,1021.291304,25.6256,5.3018,34.4819,0.3847,378.5114,378.5557124,-0.044312409,,365.856842,10.526288,298.725,25.575,25.47,34.43,31.95241035,368.4501685,,366.9642003,6.198056817,,29.25546,253.5,9.32,55.16,18.28,2,3.423,1021.11,205.1,13,24.92
AIR,9/7/05,19:35:36,250.8163889,37.066792,-73.764705,1021.35662,25.5908,5.29787,34.4795,0.3496,370.6883,370.7449855,-0.056685536,,528.396667,10.715206,298.695,25.545,25.44,34.43,31.89551342,,360.8921062,,,2,29.2437,256.8,9.12,53.26,18.11,,3.435,1020.96,209.6,13.4,24.94
AIR,9/7/05,19:39:37,250.8191782,37.053597,-73.773407,1021.314294,25.5965,5.29919,34.4848,0.3497,370.7151,370.7671286,-0.052028578,,530.331665,10.742712,298.67,25.52,25.47,34.42,31.95258417,,360.8778232,,,2,29.24089,261.4,6.02,51.36,16.38,,3.45,1020.94,210.5,13.2,24.94
AIR,9/7/05,19:43:39,250.8219792,37.040337,-73.782522,1021.225673,25.6179,5.30015,34.4756,0.3493,370.6329,370.6785602,-0.045660172,,529.653992,10.740967,298.706,25.556,25.46,34.43,31.93343488,,360.7661435,,,2,29.24572,283.3,5.82,51.64,13.69,,3.434,1020.87,212.2,12.9,24.92
WATER,9/7/05,19:47:40,250.8247685,37.027187,-73.791503,1021.428597,25.5697,5.29582,34.4805,0.378,377.0168,377.0588098,-0.042009793,,370.414886,10.722801,298.689,25.539,25.41,34.43,31.83870484,367.085482,,365.2666711,4.500527539,,29.25214,230.5,8.15,46.91,19.81,2,3.419,1020.84,208.3,13.3,24.92
WATER,9/7/05,19:52:21,250.8280208,37.011833,-73.802113,1021.13317,25.5333,5.2911,34.4734,0.3772,376.8405,376.8802633,-0.039763279,,370.315643,10.535657,298.642,25.492,25.38,34.42,31.78215739,366.8226629,,365.2435653,4.47742176,,29.24658,283.9,7.18,57.8,13.86,2,3.445,1020.8,209.4,13.5,24.94
WATER,9/7/05,19:56:42,250.8310417,36.997643,-73.812093,1021.035898,25.5099,5.28888,34.4749,0.3753,376.4011,376.4563762,-0.055276159,,373.122131,10.76642,298.617,25.467,25.36,34.43,31.7442199,366.3878296,,364.8805137,4.114370175,,29.23716,255.8,6.99,51.62,16.54,2,3.423,1020.75,209,13.7,24.92
WATER,9/7/05,20:01:03,250.8340625,36.98341,-73.82219,1021.049491,25.5048,5.28873,34.4776,0.3741,376.1355,376.1887746,-0.053274617,,374.414154,10.523068,298.588,25.438,25.36,34.42,31.74439259,366.1323519,,365.0334474,4.26730384,,29.22436,239,8.15,46.2,19.59,2,3.414,1020.73,212.3,13.7,24.89
STD1,9/7/05,20:05:45,250.8373264,36.968035,-73.833057,1021.120394,25.4684,5.28588,34.4843,0.0302,303.25,0.02985,,0.02985,54.525017,10.923469,298.548,25.398,25.3,34.45,31.63081662,,,,,,29.2165,254.3,9.32,55.55,18.54,,3.453,1020.7,212.1,13.9,24.69
STD2,9/7/05,20:09:46,250.8401157,36.954998,-73.842545,1021.016891,25.417,5.28813,34.5398,0.3501,370.9,0.3498,,0.3498,45.124058,10.879469,298.528,25.378,25.21,34.52,31.46069003,,,,,,29.20808,243.2,6.41,49.56,17.35,,3.437,1020.69,215.1,13.4,24.74
STD3,9/7/05,20:13:47,250.8429051,36.942057,-73.852215,1021.056352,25.3423,5.29024,34.6122,0.5286,411.42,0.5283,,0.5283,54.60593,10.75876,298.45,25.3,25.15,34.59,31.3473191,,,,,,29.20505,242.8,3.88,42.01,15.56,,3.451,1020.71,212.3,13.7,24.74
WATER,9/7/05,20:17:48,250.8456944,36.928997,-73.861542,1020.848702,25.3327,5.29383,34.646,0.355,371.9985,372.0522769,-0.053776907,,374.570679,10.8797,298.421,25.271,25.22,34.58,31.47839275,362.1283375,,361.4160809,0.608472793,,29.21066,240.1,8.74,49.58,19.49,2,3.511,1020.58,209.2,13.8,24.69
WATER,9/7/05,20:22:09,250.8487153,36.914435,-73.870922,1020.735,25.3787,5.29719,34.6356,0.3449,369.7521,369.8157459,-0.063645874,,377.136688,10.973174,298.47,25.32,25.25,34.58,31.53463985,359.8900505,,358.9188984,-1.888709705,,29.20769,247.9,7.76,48.25,17.92,2,3.523,1020.44,201.6,12.9,24.77
WATER,9/7/05,20:26:51,250.8519792,36.898698,-73.880677,1020.800416,25.399,5.29934,34.6359,0.3379,368.2161,368.2694124,-0.053312352,,376.370453,10.887815,298.519,25.369,25.21,34.6,31.45932089,358.435652,,356.2427831,-4.564825029,,29.19926,231,6.02,38.58,17.52,2,3.53,1020.4,203.3,13.6,24.72
WATER,9/7/05,20:31:12,250.855,36.884008,-73.889558,1020.861163,25.3036,5.28975,34.6382,0.3471,370.23,370.3023684,-0.072368379,,378.415894,10.613266,298.413,25.263,25.13,34.59,31.31000571,360.4897287,,358.6430985,-2.164509592,,29.18371,245,6.6,44.78,17.26,2,3.461,1020.4,207.5,13.6,24.77
AIR,9/7/05,20:35:33,250.8580208,36.869298,-73.898567,1020.708243,25.2748,5.28546,34.6286,0.3489,370.6416,370.7007389,-0.059138877,,529.196899,10.709481,298.383,25.233,25.12,34.57,31.291704,,360.8283089,,,2,29.17144,235.3,8.15,43.67,19.43,,3.444,1020.38,206.1,13.5,24.79
AIR,9/7/05,20:39:34,250.8608102,36.85577,-73.906972,1020.597063,25.3957,5.29629,34.616,0.349,370.6659,370.7228765,-0.056976504,,527.295044,10.640127,298.436,25.286,25.24,34.57,31.51605253,,360.7291661,,,2,29.16712,246.6,8.15,46.38,18.7,,3.474,1020.37,210.4,13.6,24.72
AIR,9/7/05,20:43:35,250.8635995,36.842357,-73.915395,1020.731448,25.3665,5.29283,34.6129,0.3492,370.7088,370.7671536,-0.058353631,,525.074158,10.815049,298.455,25.305,25.26,34.53,31.55426661,,360.8076081,,,2,29.17111,248.6,6.21,43.62,16.89,,3.508,1020.34,211.5,13.2,24.72
WATER,9/7/05,20:47:36,250.8663889,36.828917,-73.923868,1020.953608,25.4153,5.29745,34.6096,0.3608,373.2667,373.3395009,-0.072800922,,384.217682,10.799571,298.511,25.361,25.26,34.56,31.55375164,363.3926424,,361.9796859,1.172077762,,29.17796,251.5,7.38,47.27,17.5,2,3.494,1020.27,205,13.9,24.64
WATER,9/7/05,20:52:18,250.8696528,36.813047,-73.933898,1020.527063,25.3083,5.28657,34.6111,0.3607,373.2512,373.3172896,-0.066089606,,385.234192,10.923922,298.444,25.294,25.12,34.56,31.29187423,363.3085731,,360.8771564,0.069548245,,29.17662,248.2,6.41,45.92,17.5,2,3.467,1020.11,209.1,14,24.72
WATER,9/7/05,20:56:39,250.8726736,36.798502,-73.943173,1020.451878,25.2711,5.28235,34.6084,0.3609,373.2891,373.3617129,-0.072612861,,387.08963,11.08013,298.366,25.216,25.12,34.55,31.29204445,363.324127,,361.9798272,1.172219081,,29.16539,258.4,8.93,53.89,17.88,2,3.462,1020,206.9,13.4,24.87
WATER,9/7/05,21:01:20,250.8759259,36.78315,-73.953065,1020.33789,25.4082,5.29828,34.6211,0.3601,373.1155,373.1840348,-0.06853483,,388.335449,11.119676,298.496,25.346,25.27,34.56,31.57253008,363.0085145,,361.9457432,1.138135082,,29.1526,237,8.15,48.23,18.54,2,3.464,1020,205.1,13.1,24.79
STD1,9/7/05,21:05:41,250.8789468,36.769117,-73.962675,1020.370963,25.4722,5.30616,34.6303,0.0295,303.25,0.02925,,0.02925,55.567951,10.470966,298.536,25.386,25.4,34.55,31.81771113,,,,,,29.14962,234.3,8.74,46.5,19.54,,3.489,1020.01,211.9,13.7,24.82
STD2,9/7/05,21:09:43,250.8817477,36.756222,-73.97137,1020.304744,25.5665,5.31258,34.6056,0.3495,370.9,0.3494,,0.3494,47.921154,10.833033,298.652,25.502,25.44,34.55,31.89343135,,,,,,29.14808,232.2,5.82,40.1,17.22,,3.521,1019.97,204.8,13.1,24.74
STD3,9/7/05,21:13:44,250.884537,36.743198,-73.979868,1020.194953,25.576,5.31303,34.6017,0.528,411.42,0.528,,0.528,55.046082,10.956564,298.679,25.529,25.43,34.55,31.87448658,,,,,,29.15884,229.6,6.41,42.06,17.64,,3.546,1019.89,208.9,13.5,24.77
WATER,9/7/05,21:17:45,250.8873264,36.730037,-73.988118,1020.29244,25.5471,5.31139,34.6116,0.3526,371.5964,371.6084819,-0.012081863,,383.03183,10.840985,298.642,25.492,25.38,34.57,31.77956407,361.3851567,,359.8283596,-0.847302476,,29.17169,241.3,8.35,46.17,19.16,2,3.561,1019.89,209.2,13.6,24.74
WATER,9/7/05,21:22:26,250.8905787,36.714518,-73.997725,1020.328536,25.4975,5.30946,34.6352,0.3503,371.0834,371.0991959,-0.015795909,,388.461395,10.886304,298.602,25.452,25.34,34.59,31.70373482,360.9301852,,359.3748064,-1.300855643,,29.17717,231,9.12,46.02,20.13,2,3.532,1019.84,205.6,13.6,24.72
WATER,9/7/05,21:26:27,250.8933681,36.701118,-74.006087,1020.220091,25.4845,5.31095,34.656,0.3524,371.5587,371.564183,-0.005483018,,388.828522,10.971082,298.581,25.431,25.33,34.6,31.68471603,361.3496018,,359.9449209,-0.730741163,,29.17435,227.8,8.93,43.26,20.78,2,3.538,1019.79,205.6,13.2,24.84
WATER,9/7/05,21:31:09,250.8966319,36.685335,-74.015782,1020.044554,25.4626,5.3124,34.6834,0.3526,371.592,371.6084819,-0.016481863,,391.836609,10.997355,298.556,25.406,25.3,34.63,31.62771948,361.3489267,,359.8745861,-0.801075943,,29.16977,251.4,8.54,49.53,18.31,2,3.537,1019.74,206.1,14.1,24.72
AIR,9/7/05,21:35:50,250.8998843,36.669583,-74.025325,1020.000122,25.4239,5.30813,34.6815,0.3491,370.8142,370.8336126,-0.019412601,,527.482178,10.910339,298.52,25.37,25.26,34.63,31.5525501,,360.6061052,,,2,29.16633,230.3,6.99,44.85,20.09,,3.525,1019.65,205.3,13.1,24.72
AIR,9/7/05,21:39:51,250.9026736,36.656387,-74.034122,1020.160046,25.4131,5.30809,34.6895,0.3489,370.774,370.7893575,-0.015357457,,530.95459,10.725624,298.525,25.375,25.26,34.64,31.55237845,,360.6214699,,,2,29.17254,238.7,9.12,47.01,18.84,,3.497,1019.62,208.9,13.8,24.69
AIR,9/7/05,21:43:52,250.905463,36.643278,-74.042967,1020.209177,25.3993,5.3071,34.6928,0.3491,370.8266,370.8336126,-0.007012601,,527.224304,10.730896,298.514,25.364,25.27,34.63,31.57132782,,360.6756621,,,2,29.18462,223.1,7.76,44.14,19.79,,3.494,1019.59,209.3,13.2,24.57
WATER,9/7/05,21:47:53,250.9082523,36.630278,-74.051872,1020.012541,25.4265,5.30867,34.6835,0.3578,372.7618,372.7611284,0.000671636,,394.471161,10.651527,298.521,25.371,25.32,34.61,31.66570721,362.4443605,,361.7320257,1.056363657,,29.20261,227.8,7.18,44.34,18.79,2,3.496,1019.65,206.6,13.1,24.92
WATER,9/7/05,21:52:14,250.9112731,36.6164,-74.061463,1019.985899,25.6118,5.32373,34.6529,0.3539,371.8817,371.8964852,-0.014785228,,393.096252,10.798259,298.636,25.486,25.51,34.57,32.02597137,361.4647462,,361.7993056,1.123643506,,29.21384,241.1,5.63,47.66,17.33,2,3.572,1019.61,211.2,13,24.62
WATER,9/7/05,21:56:36,250.9143056,36.60241,-74.071163,1020.051917,25.6908,5.31505,34.5294,0.3439,369.672,369.6837904,-0.011790437,,390.011993,11.104726,298.781,25.631,25.53,34.46,32.06594641,359.3238668,,357.9287004,-2.746961641,,29.21464,229.7,7.76,44.6,19.25,2,3.585,1019.46,206.6,13.1,24.77
WATER,9/7/05,22:01:17,250.9175579,36.587327,-74.081205,1019.998962,25.6469,5.29958,34.4495,0.3431,369.4854,369.5070446,-0.021644552,,395.129822,10.960788,298.729,25.579,25.5,34.39,32.01009228,359.152712,,358.0610667,-2.614595392,,29.21046,250.3,9.12,53.11,18.84,2,3.582,1019.46,209.7,13.3,24.74
STD1,9/7/05,22:05:38,250.9205787,36.573283,-74.090453,1019.900544,25.6403,5.29614,34.4294,0.029,303.25,0.0291,,0.0291,53.869308,10.953559,298.697,25.547,25.49,34.37,31.99143496,,,,,,29.2105,247.4,7.18,48.53,17.37,,3.596,1019.5,209.2,12.8,24.89
