DIUREF	TITLE	AUTHOR	KEYWORD	REFERENCE	PDATE
8053	Generation of Small Meanders of the Kuroshio South of Kyushu in a High-Resolution Ocean General Circulation Model.	MASUMOTO, Y.	\REF\COUNTRYJP\PACN\OCEAN MODEL\KUROSHIO\VORTICITY\	Journal of Oceanography, 60(2), 313-320.	2004
8054	Characteristics of SSH Anomaly Based on TOPEX/POSEIDON Altimetry and in situ Measured Velocity and Transport of Oyashio on OICE.	ITO, S.-I., UEHARA, K., MIYAO, T., MIYAKE, H., YASUDA, I., WATANABE, T., AND SHIMIZU, Y.	\REF\COUNTRYJP\PACNW\SATELLITE ALTIMETRY\TOPEX-POSEIDON\SSH\OYASHIO\TRANSPORT\HYDROGRAPHIC SECTIONS\CURRENT MEASUREMENTS\AIMS\	Journal of Oceanography, 60(2), 425-437.	2004
8055	Balance of Volume Transports between Horizontal Circulation and Meridional Overturn in the North Pacific Subarctic Region.	KURAGANO, T., AND KAMACHI, M.	\REF\COUNTRYJP\PACN\OCEAN MODEL\SATELLITE ALTIMETRY\TOPEX-POSEIDON\THERMOHALINE CIRCULATION\TRANSPORT\	Journal of Oceanography, 60(2), 439-451.	2004
8056	Formation Process of North Pacific Intermediate Water Revealed by Profiling Floats Set to Drift on 26.7sigma Isopycnal Surface.	SHIMIZU, Y., IWAO, T., YASUDA, I., ITO, S.-I., WATANABE, T., UEHARA, K., SHIKAMA, N., AND NAKANO, T.	\REF\COUNTRYJP\PACNW\FLOATS\PROFILERS\KUROSHIO\OYASHIO\WATER MASSES\NPIW\POTENTIAL VORTICITY\MIXING\	Journal of Oceanography, 60(2), 453-462.	2004
8057	Simulation of Formation and Spreading of Salinity Minimum Associated with NPIW Using a High-Resolution Model.	ISHIZAK, H., AND ISHIKAWA, I.	\REF\COUNTRYJP\PACN\OCEAN MODEL\WATER MASSES\NPIW\FRONTS\KUROSHIO\OYASHIO\MIXING\	Journal of Oceanography, 60(2), 463-485.	2004
8058	Hydrographic Structure and Transport of Intermediate Water in the Kuroshio Region off the Boso Peninsula, Japan.	KOMATSU, K., HIROE, Y., YASUDA, I., KAWASAKI, K., JOYCE, T.M., AND BAHR, F.	\REF\COUNTRYJP\COUNTRYUS\PACNW\HYDROGRAPHIC DATA\KUROSHIO\OYASHIO\WATER MASSES\NPIW\MIXING\	Journal of Oceanography, 60(2), 487-503.	2004
8059	Seasonality of the Kuroshio Transport Revealed in a Kuroshio Assimilation System.	ISOBE, A., KAMACHI, M., MASUMOTO, Y., UCHIDA, H., AND KURAGANO, T.	\REF\COUNTRYJP\PACNW\OCEAN MODEL\ASSIMILATION\KUROSHIO\TRANSPORT\SEASONAL VARIABILITY\ROSSBY WAVES\	Journal of Oceanography, 60(2), 321-328.	2004
8060	Propagation of Rossby Waves over Ridges Excited by Interannual Wind Forcing in a Western North Pacific Model.	TANAKA, K., AND IKEDA, M.	\REF\COUNTRYJP\PACNW\OCEAN MODEL\BOTTOM TOPOGRAPHY EFFECTS\ROSSBY WAVES\SVERDRUP TRANSPORT\	Journal of Oceanography, 60(2), 329-340.	2004
8061	Sensitivity of the Interannual Kuroshio Transport Variation South of Japan to Wind Dataset in OGCM Calculation.	YOSHINARI, H., IKEDA, M., TANAKA, K., AND MASUMOTO, Y.	\REF\COUNTRYJP\PACNW\KUROSHIO\TRANSPORT\TEMPORAL VARIATIONS\	Journal of Oceanography, 60(2), 341-350.	2004
8062	Variability of Northeastward Current Southeast of Northern Ryukyu Islands.	ICHIKAWA, H., NAKAMURA, H., NISHINA, A., AND HIGASHI, M.	\REF\COUNTRYJP\PACNW\SATELLITE ALTIMETRY\TOPEX POSEIDON\SSH\GEOSTROPHY\ADCP\CURRENTS\AIMS\	Journal of Oceanography, 60(2), 351-363.	2004
8063	Monitoring Surface Velocity from Repeated ADCP Observations and Satellite Altimetry.	ICHIKAWA, K., GOHDA, N., ARAI, M., AND KANEKO, A.	\REF\COUNTRYJP\PACN\SATELLITE ALTIMETRY\SSH\GEOSTROPHY\ADCP\SURFACE CURRENTS\	Journal of Oceanography, 60(2), 365-374.	2004
8064	Estimating the Kuroshio Axis South of Japan Using Combination of Satellite Altimetry and Drifting Buoys.	AMBE, D., IMAWAKI, S., UCHIDA, H., AND ICHIKAWA, K.	\REF\COUNTRYJP\PACNW\KUROSHIO\SATELLITE  ALTIMETRY\DRIFTERS\BOTTOM TOPOGRAPHY EFFECTS\AIMS\	Journal of Oceanography, 60(2), 375-382.	2004
8065	Introduction to Special Section: Kuroshio Observation, State Estimation and Prediction.	IMAWAKI, S.	\REF\COUNTRYJP\PACNW\OCEAN MODEL\ASSIMILATION\KUROSHIO\TRANSPORT\PREDICTION\AIMS\	Journal of Oceanography, 60(2), 265-268.	2004
8066	North Pacific Intermediate Water: Progress in SAGE (SubArctic Gyre Experiment) and Related Projects.	YASUDA, I.	\REF\COUNTRYJP\PACN\OYASHIO\GYRES\TRANSPORT\MIXING\WATER MASSES\NPIW\	Journal of Oceanography, 60(2), 385-395.	2004
8067	Absolute Volume Transports of the Oyashio Referred to Moored Current Meter Data Crossing the OICE.	UEHARA, K., ITO, S.-I., MIYAKE, H., YASUDA, I., SHIMIZU, Y., AND WATANABE, T.	\REF\COUNTRYJP\PACNW\CURRENT METER DATA\HYDROGRAPHIC DATA\OYASHIO\TRANSPORT\	Journal of Oceanography, 60(2), 397-409.	2004
8068	Tidal Mixing in the Kuril Straits and Its Impact on Ventilation in the North Pacific Ocean.	NAKAMURA, T., TOYODA, T., ISHIKAWA, Y., AND AWAJI, T.	\REF\COUNTRYJP\PACN\OKHOTSK SEA\TIDES\MIXING\WATER MASSES\	Journal of Oceanography, 60(2), 411-423.	2004
8069	Transformation of the Indonesian Throughflow Water by Vertical Mixing and Its Relation to Tidally Generated Internal Waves.	HATAYAMA, T.	\REF\COUNTRYJP\INDPAC\MAKASSAR STRAIT\MATHEMATICAL MODEL\BOTTOM TOPOGRAPHY EFFECTS\TIDES\INDONESIAN THROUGHFLOW\	Journal of Oceanography, 60(3), 569-585.	2004
8070	Helium Isotopes in Pacific Waters from Adjacent Region of Honshu, Japan.	SANO, Y., KOSUGI, T., TAKAHATA, N., AND YOKOCHI, R.	\REF\COUNTRYJP\PACNW\TRACERS\HELIUM ISOTOPES\WATER MASSES\OCEAN CIRCULATION\	Journal of Oceanography, 60(3), 625-630.	2004
8071	Enhanced Open Ocean Storage of CO2 from Shelf Sea Pumping.	THOMAS, H., BOZEC, Y., ELKALAY, K., AND DE BAAR, H.J.W.	\REF\COUNTRYNL\ATLN\CARBON DIOXIDE\GAS EXCHANGE\	Science, 304(5673), 1005-1008, DOI: 10.1126/science.1095491	2004
8072	Contribution of stratospheric cooling to satellite-inferred tropospheric temperature trends.	FU, Q., JOHANSON, C.M., WARREN, S.G., AND SEIDEL, D.J.	\REF\COUNTRYUS\SATELLITE SENSING\TEMPERATURE\PROFILERS\GREENHOUSE EFFECT\METEOROLOGY\	Nature, 429(6987), 55-58, doi:10.1038/nature02524 	2004
8073	Climate Over Past Millennia.	JONES, P.D., AND MANN, M.E.	\REF\COUNTRYGB\COUNTRYUS\PALEOCLIMATE\METEOROLOGY\TEMPERATURE\	Reviews Of Geophysics, 42, RG2002, doi:10.1029/2003RG000143	2004
8074	Multi-scale variability of the sea surface temperature in the Tropical Atlantic.	ANDREOLI, R.V., AND KAYANO, M.T.	\REF\COUNTRYBR\ATLT\SST\MATHEMATICAL ANALYSIS\	Journal Of Geophysical Research, 109, C05009, doi:10.1029/2003JC002220	2004
8075	Intense summer Si-recycling in the surface Southern Ocean.	BEUCHER, C., TREGUER, P., HAPETTE, A.-M., CORVAISIER, R., METZL, N., AND PICHON, J.-J.	\REF\COUNTRYFR\ANT\SILICATE\NUTRIENTS\BIOGEOCHEMISTRY\	Geophysical Research Letters, 31, L09305, doi:10.1029/2003GL018998	2004
8076	The role of midlatitude storms on air-sea exchange of CO2.	PERRIE, W., ZHANG, W., REN, X., LONG, Z., AND HARE, J.	\REF\COUNTRCA\COUNTRYCN\COUNTRYUS\ATLT\WINDS\GAS EXCHANGE\CARBON DIOXIDE\	Geophysical Research Letters, 31, L09306, doi:10.1029/2003GL019212	2004
8077	Increasing exchanges at Greenland-Scotland Ridge and their links with the North Atlantic Oscillation and Arctic Sea Ice.	ZHANG, J., STEELE, M., ROTHROCK, D.A., AND LINDSAY, R.W.	\REF\COUNTRYUS\ATLN\OCEAN MODEL\SEA ICE\OVERFLOW\SALINITY\NAO\	Geophysical Research Letters, 31, L09307, doi:10.1029/2003GL019304	2004
8078	Summertime water masses off the northern Larsen C Ice Shelf, Antarctica.	NICHOLLS, K.W., PUDSEY, C.J., AND MORRIS, P.	\REF\COUNTRYGB\ANT\WEDDELL SEA\WATER MASSES\AIR SEA INTERACTION\	Geophysical Research Letters, 31, L09309, doi:10.1029/2004GL019924	2004
8079	The gravity recovery and climate experiment: Mission overview and early results.	TAPLEY, B.D., BETTADPUR, S., WATKINS, M., AND REIGBER, C.	\REF\COUNTRYUS\COUNTRYDE\SATELLITE SENSING\GRACE\GEODESY\AIMS\	Geophysical Research Letters, 31, L09607, doi:10.1029/2004GL019920	2004
8080	Evidence of a large seasonal coastal upwelling system along the southern shelf of Australia.	KAMPF, J., DOUBELL, M., GRIFFIN, D., MATTHEWS, R.L., AND WARD, T.M.	\REF\COUNTRYAU\PACS\INDS\SHELF DYNAMICS\UPWELLING\WIND STRESS\SST\FRONTS\	Geophysical Research Letters, 31, L09310, doi:10.1029/2003GL019221	2004
8081	Causes of low frequency North Atlantic SST variability in a coupled GCM.	WU, Z., SCHNEIDER, E.K., AND KIRTMAN, B.P.	\REF\COUNTRYUS\ATLN\COUPLED MODEL\SST\AIR SEA INTERACTION\METEOROLOGY\	Geophysical Research Letters, 31, L09210, doi:10.1029/2004GL019548	2004
8082	Recent Arctic Sea Ice Variability: Connections to the Arctic Oscillation and the ENSO.	LIU, J., CURRY, J.A., AND HU, Y.	\REF\COUNTRYUS\ARC\SATELLITE SENSING\SEA ICE\	Geophysical Research Letters, 31, L09211, doi:10.1029/2004GL019858	2004
8083	Quasi-stationary ENSO wave signals versus the Antarctic Circumpolar Wave scenario.	PARK, Y.-H., ROQUET, F., AND VIVIER, F.	\REF\COUNTRYFR\ANT\PACT\ENSO\ACW\METEOROLOGY\	Geophysical Research Letters, 31, L09315, doi:10.1029/2004GL019806	2004
8084	Assimilation of data into an ocean model with systematic errors near the equator.	BELL, M.J., MARTIN, M.J., AND NICHOLS, N.K.	\REF\COUNTRYGB\OCEAN MODEL\EQUATORIAL DYNAMICS\UPWELLING\WIND STRESS\ERRORS\	Quarterly Journal of the Royal Meteorological Society, 130(598), 873-893, DOI: 10.1256/qj.02.109	2004
8085	Sensitivity of the modelled thermohaline circulation to the parameterisation of mixing across the Greenland-Scotland ridge.	THORPE, R.B., WOOD, R.A., AND MITCHELL, J.F.B.	\REF\COUNTRYGB\CLIMATE MODEL\ATLN\OVERFLOW\MIXING\THERMOHALINE CIRCULATION\CLIMATE CHANGE\GREENHOUSE GASES\	Ocean Modelling, 7(3-4), 259-268, doi:10.1016/S1463-5003(03)00043-X	2004
8086	Rescaled height coordinates for accurate representation of free-surface flows in ocean circulation models.	ADCROFT, A., AND CAMPIN, J.-M.	\REF\COUNTRYUS\OCEAN MODEL\BOUNDARY CONDITIONS\MATHEMATICAL PROGRAMMES\	Ocean Modelling, 7(3-4), 269-284, doi:10.1016/j.ocemod.2003.09.003 	2004
8087	Evaluation of vertical coordinate and vertical mixing algorithms in the HYbrid-Coordinate Ocean Model (HYCOM).	HALLIWELL, G.R.	\REF\COUNTRYUS\OCEAN MODEL\MATHEMATICAL PROGRAMMES\	Ocean Modelling, 7(3-4), 285-322, doi:10.1016/j.ocemod.2003.10.002	2004
8088	A comparison of global ocean general circulation model solutions obtained with synchronous and accelerated integration methods.	DANABASOGLU, G.	\REF\COUNTRYUS\OCEAN MODEL\	Ocean Modelling, 7(3-4), 323-341, doi:10.1016/j.ocemod.2003.10.001	2004
8089	The Lagrangian View of South Atlantic Interocean Exchange in a Global Ocean Model Compared with Inverse Model Results.	DONNERS, J., AND DRIJFHOUT, S.S.	\REF\COUNTRYNL\ATLS\OCEAN MODEL\WATER MASSES\TRANSPORTS\HYDROGRAPHIC SECTIONS\AIMS\	Journal of Physical Oceanography, 34(5), 1019–1035, doi: 10.1175/1520-0485(2004)034<1019:TLVOSA>2.0.CO;2	2004
8090	Remote Wind-Driven Overturning in the Absence of the Drake Passage Effect.	KLINGER, B.A., DRIJFHOUT, S., MAROTZKE, J., AND SCOTT, J.R.	\REF\COUNTRYUS\COUNTRYNL\COUNTRYDE\ANT\OCEAN MODEL\WIND DRIVEN CIRCULATION\THERMOHALINE CIRCULATION\BOTTOM TOPOGRAPHY EFFECTS\	Journal of Physical Oceanography, 34(5), 1036–1049, doi: 10.1175/1520-0485(2004)034<1036:RWOITA>2.0.CO;2	2004
8091	Asymmetry of an Equilibrated Gulf Stream–Type Jet over Topographic Slope.	FROLOV, S.A., SUTYRIN, G.G., AND GINIS, I.	\REF\COUNTRYUS\MATHEMATICAL MODEL\JETS\BOTTOM TOPOGRAPHY EFFECTS\POTENTIAL VORTICITY\MIXING\INSTABILITY\	Journal of Physical Oceanography, 34(5), 1087–1102, doi: 10.1175/1520-0485(2004)034<1087:AOAEGS>2.0.CO;2	2004
8092	Numerical Study on the Oyashio Water Pathways in the Kuroshio–Oyashio Confluence.	MITSUDERA, H., QU, T., TAGUCHI, B., YOSHIKAWA, Y., NAKAMURA, H., AND WASEDA, T.	\REF\COUNTRYJP\COUNTRYUS\PACNW\OCEAN  MODEL\OYASHIO\KUROSHIO\WATER MASSES\MIXING\	Journal of Physical Oceanography,34(5), 1174–1196, doi: 10.1175/1520-0485(2004)034<1174:NSOTOW>2.0.CO;2	2004
8093	Heat Budget in the Gulf Stream Region: The Importance of Heat Storage and Advection.	DONG, S., AND KELLY, K.A.	\REF\COUNTRYUS\ATLNW\MATHEMATICAL MODEL\HEAT BUDGET\AIR SEA EXCHANGE\ADVECTION\GULF STREAM\TOPEX POSEIDON\EKMAN TRANSPORT\AIMS\	Journal of Physical Oceanography, 34(5), 1214–1231, doi: 10.1175/1520-0485(2004)034<1214:HBITGS>2.0.CO;2	2004
8094	An Intersection of Oceanic Waveguides: Variability in the Indonesian Throughflow Region.	WIJFFELS, S., AND MEYERS, G.	\REF\COUNTRYAU\INDPAC\INDONESIAN THROUGHFLOW\XBT\SEA LEVEL\WINDS\ROSSBY WAVES\TEMPORAL VARIATIONS\	Journal of Physical Oceanography, 34(5), 1232–1253, doi: 10.1175/1520-0485(2004)034<1232:AIOOWV>2.0.CO;2	2004
8095	Effect of the Drake Passage Throughflow on Global Climate.	SIJP, W.P., AND ENGLAND, M.H.	\REF\COUNTRYAU\ANT\DRAKE PASSAGE\COUPLED MODEL\BOTTOM TOPOGRAPHY EFFECTS\SEA ICE\CLIMATE CHANGES\WATER MASSES\NADW\TRANSPORT\	Journal of Physical Oceanography, 34(5), 1254–1266, doi: 10.1175/1520-0485(2004)034<1254:EOTDPT>2.0.CO;2	2004
8096	Wind Energy Input to the Ekman Layer.	WANG, W., AND HUANG, R.X.	\REF\COUNTRYCN\COUNTRYUS\MATHEMATICAL MODEL\WIND STRESS\SURFACE CURRENTS\	Journal of Physical Oceanography, 34(5), 1267–1275, doi: 10.1175/1520-0485(2004)034<1267:WEITTE>2.0.CO;2	2004
8097	Finescale Shear at 1660 and 2850 dbar over the Mid-Atlantic Ridge in the Eastern Brazil Basin.	DUDA, T.F.	\REF\COUNTRYUS\ATLS\FLOATS\CURRENT PROFILES\TRACERS\TIDES\MIXING\TURBULENCE\	Journal of Physical Oceanography, 34(5), 1281–1292, doi: 10.1175/1520-0485(2004)034<1281:FSAADO>2.0.CO;2	2004
8098	Rapid Rise of Sea Level 19,000 Years Ago and Its Global Implications.	CLARK, P.U., MCCABE, A.M., MIX, A.C., AND WEAVER, A.J.	\REF\COUNTRYUS\COUNTRYGB\COUNTRYCA\ATLN\PALEOCLIMATE\WATER MASSES\NADW\FRESHWATER\	Science, 304(5674), 1141-1144, DOI: 10.1126/science.1094449	2004
8099	Mixed layer transformation for the North Atlantic for 1990-2000.	TANDON, A., AND ZHAO, L.	\REF\COUNTRYUS\ATLN\MIXED LAYER\AIR SEA INTERACTION\SUBDUCTION\MIXING\TURBULENCE\AIMS\	Journal Of Geophysical Research, 109, C05018, doi:10.1029/2003JC002059	2004
8100	Long wave dynamics of the interannual variability in a numerical hindcast of the equatorial Pacific Ocean circulation during the 1990s.	YUAN, D., RIENECKER, M.M., AND SCHOPF, P.S.	\REF\COUNTRYUS\PACT\OCEAN MODEL\PREDICTION\EQUATORIAL DYNAMICS\WIND STRESS\ROSSBY WAVES\TAO\KELVIN WAVES\EL NINO\	Journal Of Geophysical Research, 109, C05019, doi:10.1029/2003JC001936	2004
8101	Estimating air-sea fluxes of heat, freshwater, and momentum through global ocean data assimilation.	STAMMER, D., UEYOSHI, K., KOHL, A., LARGE, W.G., JOSEY, S.A., AND WUNSCH, C.	\REF\COUNTRYUS\COUNTRYGB\OCEAN MODEL\DATA ASSIMILATION\WIND STRESS\HEAT EXCHANGE\AIR SEA INTERACTION\AIMS\	Journal Of Geophysical Research, 109, C05023, doi:10.1029/2003JC002082	2004
8102	Reflection of intraseasonal equatorial Rossby waves at the western boundary of the Pacific Ocean.	CRAVATTE, S., BOULANGER, J.-P., AND PICAUT, J.	\REF\COUNTRYFR\PACTW\ROSSBY WAVES\SATELLITE ALTIMETRY\TOPEX POSEIDON\SSH\AIMS\	Geophysical Research Letters, 31, L10301, doi:10.1029/2004GL019679	2004
8103	‘Reemergence’ areas of winter sea surface temperature anomalies in the world's oceans.	HANAWA, K., AND SUGIMOTO, S.	\REF\COUNTRYJP\SST\MIXED LAYER\SEASONAL VARIABILITY\WATER MASSES\AIR SEA INTERACTION\	Geophysical Research Letters, 31, L10303, doi:10.1029/2004GL019904	2004
8104	North Atlantic deep water in the south-western Indian Ocean.	VAN AKEN, H.M., RIDDERINKHOF, H., AND DE RUIJTER, W.P.M.	\REF\COUNTRYNL\INDSW\CURRENT MEASUREMENT\HYDROGRAPHIC DATA\WATER MASSES\NADW\AGULHAS\LCDW\NIDW\MIXING\AIMS\	Deep-Sea Research I, 51(6), 755-776, doi:10.1016/j.dsr.2004.01.008       	2004
8105	Interannual controls on Weddell Sea surface water fCO2 during the Autumn-winter transition phase.	BELLERBY, R.G.J., HOPPEMA, M., FAHRBACH, E., DE BAAR, H.J.W. AND STOLL, M.H.C.	\REF\COUNTRYNO\COUNTRYGB\COUNTRYDE\COUNTRYNL\ANT\WEDDELL SEA\UPPER OCEAN\CARBON DIOXIDE\GAS EXCHANGE\	Deep-Sea Research I, 51(6), 793-808, doi:10.1016/j.dsr.2004.01.002	2004
8106	Spectrophotometric Winkler determination of dissolved oxygen: re-examination of critical factors and reliability.	LABASQUE, T., CHAUMERY, C., AMINOT, A., AND KERGOAT, G.	\REF\COUNTRYFR\OXYGEN\MEASUREMENT\INSTRUMENTS\ERRORS\	Marine Chemistry, 88(1-2), 53-60, doi:10.1016/j.marchem.2004.03.004	2004
8107	Sea surface salinity interannual variability in the western tropical Atlantic: An ocean general circulation model study.	FERRY, N., AND REVERDIN, G.	\REF\COUNTRYFR\ATLTW\OCEAN MODEL\SALINITY\AIR SEA INTERACTION\TEMPORAL VARIATIONS\	Journal Of Geophysical Research, 109, C05026, doi:10.1029/2003JC002122	2004
8108	Brazil Malvinas Frontal System as seen from 9 years of advanced very high resolution radiometer data.	SARACENO, M., PROVOST, C., PIOLA, A.R., BAVA, J., AND GAGLIARDINI, A.	\REF\COUNTRYFR\COUNTRYAR\ATLSW\SATELLITE SENSING\AVHRR\SST\FRONTS\BRAZIL CURRENT\MALVINAS CURRENT\FALKLAND CURRENT\	Journal Of Geophysical Research, 109, C05027, doi:10.1029/2003JC002127	2004
8109	California Undercurrent variability and eddy transport estimated from RAFOS float observations.	COLLINS, C.A., IVANOV, L.M., MELNICHENKO, O.V., AND GARFIELD, N.	\REF\COUNTRYUS\COUNTRYUA\PACNE\FLOATS\EASTERN BOUNDARY CURRENTS\EDDIES\TRANSPORT\SEASONAL VARIABILITY\MIXING\	Journal Of Geophysical Research, 109, C05028, doi:10.1029/2003JC002191	2004
8110	A new approach to improved SST anomaly simulations using altimeter data: Parameterizing entrainment temperature from sea level.	ZHANG, R.-H., BUSALACCHI, A.J., MURTUGUDDE, R.G., HACKERT, E.C., AND BALLABRERA-POY, J.	\REF\COUNTYUS\PACT\SATELLITE ALTIMETRY\SSH\SST\STATISTICS\PREDICTION\	Geophysical Research Letters, 31, L10304, doi:10.1029/2004GL019237	2004
8111	The Atlantic–Pacific Seesaw.	SAENKO, O.A., SCHMITTNER, A., AND WEAVER, A.J.	\REF\COUNTRYCA\COUNTRYDE\CLIMATE MODEL\PACN\ATLN\SALINITY\FRESHWATER\PALEOCLIMATE\	Journal of Climate, 17(11), 2033–2038, doi: 10.1175/1520-0442(2004)017<2033:TAS>2.0.CO;2	2004
8112	Intrinsic Ocean–Atmosphere Variability of the Tropical Atlantic Ocean.	HUANG, B., SCHOPF, P.S.,AND SHUKLA, J.	\REF\COUNTRYUS\ATLT\SST\EOF\COUPLED MODEL\AIR SEA INTERACTION\WINDS\	Journal of Climate, 17(11), 2058–2077, doi: 10.1175/1520-0442(2004)017<2058:IOVOTT>2.0.CO;2	2004
8113	Mean and Variability of the WHOI Daily Latent and Sensible Heat Fluxes at In Situ Flux Measurement Sites in the Atlantic Ocean.	YU, L., WELLER, R.A., AND SUN, B.	\REF\COUNTRYUS\ATL\AIR SEA INTERACTION\HEAT EXCHANGE\EVAPORATION\ERRORS\AIMS\	Journal of Climate, 17(11), 2096–2118, doi: 10.1175/1520-0442(2004)017<2096:MAVOTW>2.0.CO;2	2004
8114	Effects of Freshwater Forcing on the Atlantic Deep Circulation: A Study with an OGCM Forced by Two Different Surface Freshwater Flux Datasets.	OKA, A., AND HASUMI, H.	\REF\COUNTRYJP\ATL\OCEAN MODEL\BOUNDARY CONDITIONS\FRESHWATER\DEEP CURRENTS\	Journal of Climate, 17(11), 2180–2194, doi: 10.1175/1520-0442(2004)017<2180:EOFFOT>2.0.CO;2	2004
8115	Evolution of the 2002/03 El Nino.	MCPHADEN, M.J.	\REF\COUNTRYUS\PACT\EL NINO\SATELLITE SENSING\UPPER OCEAN\OBSERVING SYSTEMS\	Bulletin of the American Meteorological Society, 85(5), 677–695, doi: 10.1175/BAMS-85-5-677	2004
8116	Geostrophic adjustment and frontogenesis in a continuously stratified fluid.	KALASHNIK, M.V.	\REF\COUNTRYRU\MATHEMATICAL MODELS\POTENTIAL VORTICITY\FRONTS\JETS\GEOSTROPHY\	Dynamics of Atmospheres and Oceans, 38(1), 1-38, doi:10.1016/j.dynatmoce.2004.01.001	2004
8117	Growing interfacially coupled oscillations of the ocean-atmosphere.	BYE, J.A.T.	\REF\COUNTRYAU\COUPLED MODEL\AIR SEA INTERACTION\INSTABILITY\UPPER OCEAN\	Dynamics of Atmospheres and Oceans, 38(1), 39-56, doi:10.1016/j.dynatmoce.2004.03.001	2004
8118	Wave-induced mixing in the upper ocean: Distribution and application to a global ocean circulation model.	QIAO, F., YUAN, Y., YANG, Y., ZHENG, Q., XIA, C., AND MA, J.	\REF\COUNTRYUS\COUNTRYCN\OCEAN MODEL\UPPER OCEAN\MIXING\TURBULENCE\MIXED LAYER\	Geophysical Research Letters, 31, L11303, doi:10.1029/2004GL019824	2004
8119	Ocean, sea-ice, atmosphere oscillations in the Southern Ocean as simulated by the SINTEX coupled model.	CARRIL, A.F., NAVARRA, A., AND MASINA, S.	\REF\COUNTRYIT\ANT\COUPLED MODEL\SEA ICE\SST\ACW\AIR SEA INTERACTION\	Geophysical Research Letters, 31, L10309, doi:10.1029/2004GL019623	2004
8120	Tracking passive drifters in a high resolution ocean model: implications for interannual variability of larval krill transport to South Georgia.	THORPE, S.E., HEYWOOD, K.J., STEVENS, D.P., AND BRANDON, M.A.	\REF\COUNTRYGB\OCEAN MODEL\ANT\SCOTIA SEA\LAGRANGIAN CURRENT MEASUREMENT\ACC\BIOLOGY\	Deep-Sea Research I, 51(7), 909-920, doi:10.1016/j.dsr.2004.02.008	2004
8121	Exchange processes and watermass modifications along the subarctic front in the North Pacific: Oxygen consumption rates and net carbon flux.	AYDIN, M., TOP, Z., AND OLSON, D.B.	\REF\COUNTRYUS\PACN\WOCE SECTION P14N\WOCE SECTION P17N\TRACERS\FRONTS\MIXING\OXYGEN\AIMS\	Journal of Marine Research, 62(2), 153-167, DOI: 10.1357/002224004774201672	2004
8122	Wind-driven barotropic gyre I: Circulation control by eddy vorticity fluxes to an enhanced removal region.	FOX-KEMPER, B., AND PEDLOSKY, J.	\REF\COUNTRYUS\MATHEMATICAL MODEL\WIND DRIVEN CIRCULATION\BOTTOM TOPOGRAPHY EFFECTS\BOUNDARY CONDITIONS\EDDIES\	Journal of Marine Research, 62(2), 169-193, DOI: 10.1357/002224004774201681	2004
8123	Wind-driven barotropic gyre II: Effects of eddies and low interior viscosity.	FOX-KEMPER, B.	\REF\COUNTRYUS\MATHEMATICAL MODEL\WIND DRIVEN CIRCULATION\BOTTOM TOPOGRAPHY EFFECTS\BOUNDARY CONDITIONS\EDDIES\	Journal of Marine Research, 62(2), 195-232, DOI: 10.1357/002224004774201690	2004
8124	Nonlinear double-diffusive intrusions at the equator.	EDWARDS, N.R., AND RICHARDS, K.J.	\REF\COUNTRYUS\COUNTRYGB\MATHEMATICAL MODEL\MIXING\EQUATORIAL DYNAMICS\TEMPERATURE\SALINITY\	Journal of Marine Research, 62(2), 233-259, DOI: 10.1357/002224004774201708	2004
8125	Deposition and recirculation of tritium in the North Pacific Ocean.	STARK, S., JENKINS, W.J., AND DONEY, S.C.	\REF\COUNTRYGB\COUNTRYUS\PACN\TRACERS\TRITIUM\OCEAN CIRCULATION\VENTILATION\WATER MASSES\AIMS\	Journal Of Geophysical Research, 109, C06009, doi:10.1029/2003JC002150	2004
