23  1001
Margitan, J. J., Sen, B.
Jet Propulsion Laboratory (JPL)
Ozone  (Balloon UV in situ Photometer)
BOS
1 1
2003 09 16    2003 10 13
0
Elapsed time in UT seconds from 0 hours on the given flight date
2
1.0 1.0
 9999.99 99.999
Pressure (mb)
Ozone Mixing Ratio (ppm)
  1

  6
****** Preliminary Data ******
Data from the Dual Beam, in situ UV Photometer flown aboard the OMS 
in situ gondola from Ft. Sumner NM  34.5N, 255.8E.
Pressure and Ozone retrieved from on-board data.
Estimated ozone accuracy is 5%.
 UTsec   P(mb)  O3(ppm)
 57704  396.09   0.063
 57705  395.75   0.062
 57706  395.42   0.062
 57707  395.09   0.063
 57708  394.75   0.064
 57709  394.36   0.061
 57710  393.97   0.063
 57711  393.58   0.062
 57712  393.19   0.062
 57713  392.80   0.062
 57714  392.41   0.063
 57715  392.02   0.064
 57716  391.63   0.063
 57717  391.25   0.063
 57718  390.85   0.062
 57719  390.59   0.061
 57720  390.32   0.061
 57721  390.05   0.059
 57722  389.79   0.059
 57723  389.52   0.059
 57724  389.25   0.058
 57725  388.99   0.060
 57726  388.72   0.059
 57727  388.45   0.059
 57728  388.19   0.059
 57729  387.78   0.060
 57730  387.38   0.058
 57731  386.98   0.059
 57732  386.57   0.058
 57733  386.17   0.057
 57734  385.77   0.056
 57735  385.36   0.057
 57736  384.96   0.057
 57737  384.56   0.057
 57738  384.16   0.058
 57739  383.87   0.058
 57740  383.59   0.059
 57741  383.30   0.061
 57742  383.02   0.061
 57743  382.73   0.060
 57744  382.45   0.060
 57745  382.17   0.060
 57746  381.88   0.062
 57747  381.60   0.059
 57748  381.32   0.059
 57749  381.00   0.058
 57750  380.68   0.060
 57751  380.37   0.058
 57752  380.05   0.060
 57753  379.73   0.059
 57754  379.42   0.061
 57755  379.10   0.059
 57756  378.79   0.058
 57757  378.47   0.059
 57758  378.14   0.058
 57759  377.85   0.059
 57760  377.54   0.059
 57761  377.23   0.060
 57762  376.92   0.060
 57763  376.61   0.059
 57764  376.31   0.059
 57765  376.00   0.061
 57766  375.69   0.058
 57767  375.38   0.059
 57768  375.07   0.058
 57769  374.78   0.057
 57770  374.48   0.057
 57771  374.18   0.057
 57772  373.89   0.057
 57773  373.59   0.056
 57774  373.29   0.057
 57775  373.00   0.055
 57776  372.70   0.056
 57777  372.40   0.055
 57778  372.10   0.055
 57779  371.80   0.056
 57780  371.49   0.056
 57781  371.18   0.057
 57782  370.87   0.058
 57783  370.56   0.058
 57784  370.25   0.057
 57785  369.94   0.059
 57786  369.63   0.058
 57787  369.32   0.060
 57788  369.01   0.059
 57789  368.64   0.055
 57790  368.27   0.058
 57791  367.91   0.055
 57792  367.54   0.057
 57793  367.18   0.056
 57794  366.81   0.057
 57795  366.44   0.057
 57796  366.08   0.057
 57797  365.71   0.059
 57798  365.35   0.060
 57799  365.04   0.057
 57800  364.74   0.057
 57801  364.43   0.055
 57802  364.13   0.055
 57803  363.83   0.056
 57804  363.52   0.057
 57805  363.22   0.058
 57806  362.91   0.056
 57807  362.61   0.056
 57808  362.30   0.055
 57809  362.04   0.057
 57810  361.77   0.056
 57811  361.50   0.057
 57812  361.24   0.058
 57813  360.97   0.058
 57814  360.70   0.056
 57815  360.44   0.058
 57816  360.17   0.057
 57817  359.90   0.057
 57818  359.63   0.055
 57819  359.33   0.053
 57820  359.02   0.055
 57821  358.71   0.054
 57822  358.40   0.055
 57823  358.09   0.052
 57824  357.78   0.055
 57825  357.47   0.055
 57826  357.16   0.057
 57827  356.85   0.057
 57828  356.54   0.058
 57829  356.28   0.061
 57830  356.01   0.059
 57831  355.75   0.063
 57832  355.48   0.062
 57833  355.22   0.062
 57834  354.95   0.062
 57835  354.68   0.063
 57836  354.42   0.064
 57837  354.15   0.063
 57838  353.88   0.063
 57839  353.55   0.063
 57840  353.21   0.063
 57841  352.87   0.062
 57842  352.53   0.062
 57843  352.19   0.063
 57844  351.85   0.063
 57845  351.51   0.062
 57846  351.17   0.061
 57847  350.83   0.063
 57848  350.50   0.062
 57849  350.08   0.067
 57850  349.66   0.062
 57851  349.25   0.064
 57852  348.83   0.063
 57853  348.41   0.062
 57854  348.00   0.061
 57855  347.58   0.060
 57856  347.17   0.059
 57857  346.75   0.061
 57858  346.32   0.061
 57859  346.16  99.999
 57860  345.98  99.999
 57861  345.81  99.999
 57862  345.63  99.999
 57863  345.45  99.999
 57864  345.28  99.999
 57865  345.10  99.999
 57866  344.93  99.999
 57867  344.75  99.999
 57868  344.57   0.056
 57869  344.26   0.058
 57870  343.95   0.056
 57871  343.64   0.057
 57872  343.33   0.056
 57873  343.02   0.056
 57874  342.70   0.055
 57875  342.39   0.055
 57876  342.08   0.053
 57877  341.77   0.055
 57878  341.45   0.054
 57879  341.18   0.056
 57880  340.90   0.055
 57881  340.62   0.054
 57882  340.34   0.055
 57883  340.06   0.055
 57884  339.78   0.055
 57885  339.50   0.057
 57886  339.22   0.055
 57887  338.94   0.054
 57888  338.66   0.053
 57889  338.38   0.051
 57890  338.10   0.052
 57891  337.82   0.052
 57892  337.54   0.051
 57893  337.26   0.052
 57894  336.98   0.052
 57895  336.70   0.052
 57896  336.42   0.053
 57897  336.14   0.052
 57898  335.85   0.053
 57899  335.57   0.053
 57900  335.29   0.052
 57901  335.00   0.053
 57902  334.72   0.051
 57903  334.44   0.052
 57904  334.15   0.053
 57905  333.87   0.053
 57906  333.58   0.054
 57907  333.30   0.056
 57908  333.01   0.057
 57909  332.72   0.047
 57910  332.43   0.052
 57911  332.14   0.049
 57912  331.84   0.047
 57913  331.55   0.047
 57914  331.26   0.051
 57915  330.96   0.051
 57916  330.67   0.052
 57917  330.38   0.051
 57918  330.07   0.052
 57919  329.80   0.051
 57920  329.51   0.052
 57921  329.22   0.052
 57922  328.94   0.053
 57923  328.65   0.053
 57924  328.36   0.053
 57925  328.08   0.055
 57926  327.79   0.055
 57927  327.50   0.054
 57928  327.22   0.054
 57929  326.98   0.052
 57930  326.75   0.054
 57931  326.52   0.054
 57932  326.29   0.054
 57933  326.06   0.053
 57934  325.83   0.054
 57935  325.60   0.052
 57936  325.37   0.054
 57937  325.14   0.054
 57938  324.89   0.055
 57939  324.55   0.055
 57940  324.20   0.055
 57941  323.84   0.055
 57942  323.49   0.055
 57943  323.13   0.054
 57944  322.78   0.056
 57945  322.43   0.057
 57946  322.07   0.056
 57947  321.72   0.055
 57948  321.35   0.054
 57949  321.06   0.057
 57950  320.76   0.055
 57951  320.46   0.056
 57952  320.15   0.056
 57953  319.85   0.055
 57954  319.55   0.057
 57955  319.24   0.056
 57956  318.94   0.056
 57957  318.64   0.057
 57958  318.32   0.057
 57959  318.11   0.060
 57960  317.88   0.059
 57961  317.65   0.060
 57962  317.42   0.061
 57963  317.19   0.062
 57964  316.96   0.060
 57965  316.73   0.061
 57966  316.50   0.064
 57967  316.27   0.061
 57968  316.04   0.061
 57969  315.81   0.056
 57970  315.57   0.056
 57971  315.34   0.055
 57972  315.10   0.051
 57973  314.86   0.051
 57974  314.63   0.050
 57975  314.39   0.052
 57976  314.16   0.049
 57977  313.92   0.050
 57978  313.69   0.048
 57979  313.37   0.052
 57980  313.05   0.053
 57981  312.74   0.056
 57982  312.42   0.058
 57983  312.10   0.060
 57984  311.79   0.062
 57985  311.47   0.060
 57986  311.16   0.059
 57987  310.84   0.059
 57988  310.51   0.058
 57989  310.26   0.061
 57990  310.01   0.059
 57991  309.75   0.061
 57992  309.48   0.060
 57993  309.22   0.059
 57994  308.97   0.059
 57995  308.70   0.059
 57996  308.44   0.060
 57997  308.19   0.060
 57998  307.92   0.061
 57999  307.68   0.059
 58000  307.43   0.058
 58001  307.19   0.056
 58002  306.94   0.055
 58003  306.70   0.058
 58004  306.45   0.060
 58005  306.20   0.061
 58006  305.96   0.064
 58007  305.71   0.065
 58008  305.47   0.067
 58009  305.20   0.065
 58010  304.93   0.065
 58011  304.66   0.065
 58012  304.39   0.062
 58013  304.13   0.062
 58014  303.86   0.064
 58015  303.59   0.064
 58016  303.32   0.062
 58017  303.05   0.063
 58018  302.77   0.063
 58019  302.57   0.062
 58020  302.35   0.062
 58021  302.14   0.064
 58022  301.92   0.062
 58023  301.70   0.063
 58024  301.49   0.067
 58025  301.27   0.068
 58026  301.06   0.068
 58027  300.84   0.068
 58028  300.63   0.068
 58029  300.32   0.066
 58030  300.01   0.067
 58031  299.70   0.067
 58032  299.39   0.066
 58033  299.08   0.066
 58034  298.78   0.066
 58035  298.47   0.065
 58036  298.16   0.066
 58037  297.85   0.067
 58038  297.54   0.068
 58039  297.31   0.065
 58040  297.08   0.064
 58041  296.85   0.062
 58042  296.61   0.059
 58043  296.38   0.059
 58044  296.15   0.058
 58045  295.91   0.059
 58046  295.68   0.057
 58047  295.45   0.057
 58048  295.22   0.056
 58049  294.94   0.059
 58050  294.66   0.056
 58051  294.38   0.058
 58052  294.10   0.056
 58053  293.82   0.055
 58054  293.54   0.056
 58055  293.26   0.056
 58056  292.97   0.055
 58057  292.69   0.056
 58058  292.41   0.056
 58059  292.18   0.054
 58060  291.95   0.054
 58061  291.72   0.054
 58062  291.49   0.053
 58063  291.26   0.052
 58064  291.02   0.053
 58065  290.79   0.053
 58066  290.56   0.053
 58067  290.33   0.053
 58068  290.10   0.053
 58069  289.80   0.052
 58070  289.51   0.052
 58071  289.22   0.051
 58072  288.93   0.052
 58073  288.64   0.052
 58074  288.35   0.052
 58075  288.06   0.051
 58076  287.77   0.049
 58077  287.48   0.048
 58078  287.19   0.047
 58079  286.97   0.050
 58080  286.75   0.049
 58081  286.53   0.051
 58082  286.32   0.051
 58083  286.10   0.049
 58084  285.88   0.050
 58085  285.67   0.050
 58086  285.45   0.051
 58087  285.23   0.051
 58088  285.01   0.051
 58089  284.72   0.049
 58090  284.42   0.049
 58091  284.13   0.049
 58092  283.83   0.047
 58093  283.53   0.049
 58094  283.24   0.045
 58095  282.94   0.045
 58096  282.65   0.044
 58097  282.35   0.043
 58098  282.04   0.042
 58099  281.81   0.042
 58100  281.57   0.048
 58101  281.32   0.050
 58102  281.08   0.054
 58103  280.84   0.054
 58104  280.59   0.052
 58105  280.35   0.056
 58106  280.10   0.056
 58107  279.86   0.058
 58108  279.61   0.058
 58109  279.32   0.058
 58110  279.02   0.059
 58111  278.73   0.060
 58112  278.43   0.059
 58113  278.14   0.061
 58114  277.84   0.059
 58115  277.54   0.061
 58116  277.25   0.060
 58117  276.95   0.059
 58118  276.66   0.058
 58119  276.45   0.057
 58120  276.25   0.055
 58121  276.05   0.053
 58122  275.85   0.051
 58123  275.65   0.052
 58124  275.45   0.047
 58125  275.25   0.046
 58126  275.05   0.049
 58127  274.85   0.049
 58128  274.64   0.052
 58129  274.38   0.048
 58130  274.11   0.049
 58131  273.85   0.046
 58132  273.58   0.046
 58133  273.31   0.045
 58134  273.05   0.046
 58135  272.78   0.045
 58136  272.52   0.046
 58137  272.25   0.048
 58138  271.98   0.048
 58139  271.75   0.051
 58140  271.51   0.048
 58141  271.27   0.049
 58142  271.03   0.049
 58143  270.79   0.050
 58144  270.56   0.048
 58145  270.32   0.050
 58146  270.08   0.050
 58147  269.84   0.050
 58148  269.60   0.050
 58149  269.34   0.055
 58150  269.07   0.050
 58151  268.80   0.051
 58152  268.53   0.051
 58153  268.26   0.046
 58154  267.99   0.042
 58155  267.72   0.041
 58156  267.45   0.041
 58157  267.18   0.042
 58158  266.92   0.042
 58159  266.67   0.037
 58160  266.42   0.039
 58161  266.17   0.038
 58162  265.92   0.035
 58163  265.67   0.036
 58164  265.42   0.035
 58165  265.17   0.035
 58166  264.92   0.037
 58167  264.67   0.036
 58168  264.42   0.038
 58169  264.17   0.040
 58170  263.91   0.039
 58171  263.66   0.039
 58172  263.40   0.040
 58173  263.14   0.043
 58174  262.89   0.046
 58175  262.63   0.044
 58176  262.38   0.046
 58177  262.12   0.045
 58178  261.85   0.046
 58179  261.60   0.041
 58180  261.33   0.045
 58181  261.06   0.045
 58182  260.79   0.045
 58183  260.52   0.044
 58184  260.26   0.046
 58185  259.99   0.047
 58186  259.72   0.048
 58187  259.45   0.047
 58188  259.19   0.047
 58189  258.95   0.045
 58190  258.71   0.048
 58191  258.47   0.050
 58192  258.23   0.049
 58193  258.00   0.048
 58194  257.76   0.049
 58195  257.52   0.048
 58196  257.28   0.050
 58197  257.04   0.050
 58198  256.79   0.051
 58199  256.54   0.049
 58200  256.26   0.050
 58201  256.00   0.051
 58202  255.73   0.050
 58203  255.46   0.050
 58204  255.19   0.051
 58205  254.92   0.051
 58206  254.65   0.051
 58207  254.38   0.053
 58208  254.11   0.053
 58209  253.88   0.049
 58210  253.65   0.049
 58211  253.42   0.050
 58212  253.20   0.045
 58213  252.97   0.047
 58214  252.74   0.047
 58215  252.52   0.049
 58216  252.29   0.050
 58217  252.06   0.050
 58218  251.83   0.051
 58219  251.62   0.054
 58220  251.41   0.053
 58221  251.20   0.056
 58222  250.99   0.056
 58223  250.77   0.058
 58224  250.56   0.057
 58225  250.35   0.062
 58226  250.14   0.066
 58227  249.93   0.065
 58228  249.72   0.067
 58229  249.48   0.062
 58230  249.24   0.060
 58231  249.00   0.058
 58232  248.76   0.054
 58233  248.52   0.056
 58234  248.29   0.056
 58235  248.05   0.057
 58236  247.81   0.056
 58237  247.57   0.060
 58238  247.33   0.060
 58239  247.09   0.059
 58240  246.85   0.058
 58241  246.60   0.058
 58242  246.36   0.056
 58243  246.11   0.054
 58244  245.87   0.053
 58245  245.62   0.052
 58246  245.38   0.050
 58247  245.13   0.053
 58248  244.88   0.052
 58249  244.67   0.058
 58250  244.45   0.055
 58251  244.23   0.055
 58252  244.01   0.058
 58253  243.79   0.057
 58254  243.56   0.058
 58255  243.34   0.059
 58256  243.12   0.059
 58257  242.90   0.060
 58258  242.67   0.060
 58259  242.42   0.060
 58260  242.16   0.060
 58261  241.90   0.061
 58262  241.63   0.061
 58263  241.37   0.061
 58264  241.11   0.062
 58265  240.84   0.063
 58266  240.58   0.065
 58267  240.32   0.064
 58268  240.05   0.065
 58269  239.83   0.060
 58270  239.60   0.062
 58271  239.38   0.059
 58272  239.15   0.058
 58273  238.93   0.059
 58274  238.70   0.054
 58275  238.47   0.051
 58276  238.25   0.053
 58277  238.02   0.054
 58278  237.80   0.055
 58279  237.60   0.052
 58280  237.41   0.053
 58281  237.22   0.051
 58282  237.03   0.051
 58283  236.84   0.051
 58284  236.65   0.051
 58285  236.46   0.048
 58286  236.27   0.051
 58287  236.08   0.053
 58288  235.88   0.055
 58289  235.64   0.057
 58290  235.40   0.056
 58291  235.15   0.058
 58292  234.91   0.057
 58293  234.66   0.060
 58294  234.42   0.059
 58295  234.18   0.058
 58296  233.93   0.056
 58297  233.69   0.056
 58298  233.44   0.055
 58299  233.22   0.054
 58300  232.99   0.054
 58301  232.76   0.056
 58302  232.53   0.053
 58303  232.30   0.054
 58304  232.07   0.053
 58305  231.84   0.053
 58306  231.61   0.056
 58307  231.38   0.054
 58308  231.14   0.055
 58309  230.95   0.055
 58310  230.75   0.053
 58311  230.55   0.052
 58312  230.35   0.051
 58313  230.16   0.052
 58314  229.96   0.052
 58315  229.76   0.051
 58316  229.56   0.055
 58317  229.36   0.056
 58318  229.16   0.058
 58319  228.96   0.057
 58320  228.76   0.057
 58321  228.56   0.057
 58322  228.36   0.056
 58323  228.16   0.058
 58324  227.96   0.056
 58325  227.76   0.056
 58326  227.56   0.057
 58327  227.36   0.054
 58328  227.16   0.053
 58329  226.96   0.057
 58330  226.76   0.056
 58331  226.56   0.060
 58332  226.37   0.060
 58333  226.17   0.058
 58334  225.97   0.058
 58335  225.78   0.059
 58336  225.58   0.060
 58337  225.38   0.058
 58338  225.19   0.058
 58339  224.98   0.054
 58340  224.77   0.056
 58341  224.56   0.053
 58342  224.36   0.053
 58343  224.15   0.055
 58344  223.94   0.057
 58345  223.74   0.053
 58346  223.53   0.056
 58347  223.32   0.055
 58348  223.11   0.057
 58349  222.91   0.058
 58350  222.71   0.058
 58351  222.50   0.057
 58352  222.30   0.058
 58353  222.09   0.057
 58354  221.88   0.060
 58355  221.68   0.063
 58356  221.47   0.061
 58357  221.27   0.062
 58358  221.05   0.061
 58359  220.81   0.063
 58360  220.56   0.062
 58361  220.31   0.062
 58362  220.06   0.064
 58363  219.80   0.063
 58364  219.55   0.065
 58365  219.30   0.066
 58366  219.05   0.070
 58367  218.80   0.066
 58368  218.55   0.067
 58369  218.40   0.069
 58370  218.25   0.070
 58371  218.10   0.070
 58372  217.96   0.072
 58373  217.81   0.077
 58374  217.66   0.075
 58375  217.52   0.080
 58376  217.37   0.079
 58377  217.22   0.082
 58378  217.07   0.082
 58379  216.88   0.083
 58380  216.69   0.082
 58381  216.50   0.085
 58382  216.31   0.083
 58383  216.11   0.085
 58384  215.92   0.086
 58385  215.73   0.083
 58386  215.54   0.087
 58387  215.35   0.087
 58388  215.14   0.090
 58389  214.94   0.086
 58390  214.72   0.088
 58391  214.51   0.087
 58392  214.30   0.086
 58393  214.08   0.086
 58394  213.86   0.086
 58395  213.65   0.088
 58396  213.44   0.087
 58397  213.22   0.087
 58398  213.00   0.087
 58399  212.81   0.090
 58400  212.62   0.091
 58401  212.43   0.091
 58402  212.24   0.094
 58403  212.05   0.093
 58404  211.85   0.095
 58405  211.66   0.094
 58406  211.47   0.092
 58407  211.28   0.094
 58408  211.08   0.093
 58409  210.91   0.089
 58410  210.73   0.090
 58411  210.55   0.088
 58412  210.37   0.086
 58413  210.19   0.086
 58414  210.00   0.089
 58415  209.83   0.093
 58416  209.64   0.096
 58417  209.47   0.098
 58418  209.27   0.101
 58419  209.10   0.099
 58420  208.91   0.099
 58421  208.72   0.102
 58422  208.53   0.098
 58423  208.35   0.098
 58424  208.16   0.096
 58425  207.97   0.101
 58426  207.78   0.101
 58427  207.59   0.100
 58428  207.41   0.100
 58429  207.20   0.096
 58430  206.99   0.098
 58431  206.79   0.098
 58432  206.58   0.096
 58433  206.38   0.093
 58434  206.17   0.093
 58435  205.96   0.094
 58436  205.76   0.094
 58437  205.55   0.094
 58438  205.35   0.095
 58439  205.13   0.097
 58440  204.92   0.095
 58441  204.70   0.097
 58442  204.49   0.095
 58443  204.28   0.095
 58444  204.06   0.096
 58445  203.85   0.099
 58446  203.63   0.099
 58447  203.42   0.095
 58448  203.21   0.093
 58449  203.06   0.100
 58450  202.92   0.097
 58451  202.78   0.098
 58452  202.63   0.101
 58453  202.49   0.100
 58454  202.35   0.101
 58455  202.20   0.100
 58456  202.06   0.103
 58457  201.92   0.101
 58458  201.77   0.102
 58459  201.59   0.097
 58460  201.41   0.099
 58461  201.22   0.099
 58462  201.03   0.096
 58463  200.85   0.097
 58464  200.66   0.095
 58465  200.48   0.094
 58466  200.29   0.096
 58467  200.11   0.100
 58468  199.91   0.103
 58469  199.71   0.103
 58470  199.49   0.102
 58471  199.27   0.101
 58472  199.06   0.100
 58473  198.84   0.101
 58474  198.62   0.103
 58475  198.41   0.104
 58476  198.19   0.106
 58477  197.97   0.104
 58478  197.75   0.104
 58479  197.61   0.096
 58480  197.46   0.103
 58481  197.31   0.104
 58482  197.17   0.101
 58483  197.02   0.103
 58484  196.87   0.106
 58485  196.73   0.107
 58486  196.58   0.105
 58487  196.43   0.104
 58488  196.28   0.102
 58489  196.08   0.104
 58490  195.88   0.103
 58491  195.68   0.102
 58492  195.48   0.103
 58493  195.28   0.105
 58494  195.08   0.099
 58495  194.88   0.100
 58496  194.68   0.102
 58497  194.48   0.102
 58498  194.27   0.103
 58499  194.11   0.106
 58500  193.94   0.104
 58501  193.77   0.105
 58502  193.60   0.105
 58503  193.44   0.104
 58504  193.27   0.105
 58505  193.10   0.106
 58506  192.93   0.107
 58507  192.76   0.107
 58508  192.60   0.107
 58509  192.43   0.107
 58510  192.26   0.106
 58511  192.08   0.108
 58512  191.91   0.105
 58513  191.75   0.106
 58514  191.58   0.108
 58515  191.41   0.108
 58516  191.23   0.106
 58517  191.06   0.109
 58518  190.88   0.108
 58519  190.75   0.105
 58520  190.60   0.103
 58521  190.45   0.100
 58522  190.30   0.097
 58523  190.16   0.100
 58524  190.01   0.100
 58525  189.86   0.100
 58526  189.71   0.100
 58527  189.56   0.103
 58528  189.41   0.104
 58529  189.17   0.108
 58530  188.92   0.105
 58531  188.67   0.107
 58532  188.42   0.106
 58533  188.17   0.104
 58534  187.92   0.104
 58535  187.67   0.103
 58536  187.42   0.103
 58537  187.17   0.104
 58538  186.91   0.104
 58539  186.82   0.107
 58540  186.71   0.110
 58541  186.61   0.111
 58542  186.50   0.115
 58543  186.39   0.112
 58544  186.29   0.110
 58545  186.18   0.107
 58546  186.08   0.109
 58547  185.97   0.108
 58548  185.86   0.109
 58549  185.67   0.106
 58550  185.47   0.107
 58551  185.28   0.106
 58552  185.08   0.105
 58553  184.89   0.106
 58554  184.69   0.102
 58555  184.49   0.101
 58556  184.30   0.105
 58557  184.10   0.103
 58558  183.91   0.105
 58559  183.72   0.105
 58560  183.54   0.106
 58561  183.36   0.109
 58562  183.18   0.107
 58563  183.00   0.106
 58564  182.82   0.108
 58565  182.64   0.108
 58566  182.46   0.109
 58567  182.28   0.109
 58568  182.10   0.110
 58569  181.96   0.103
 58570  181.82   0.104
 58571  181.68   0.101
 58572  181.55   0.098
 58573  181.41   0.101
 58574  181.27   0.100
 58575  181.14   0.101
 58576  181.00   0.101
 58577  180.86   0.107
 58578  180.72   0.108
 58579  180.51   0.105
 58580  180.30   0.105
 58581  180.08   0.103
 58582  179.86   0.102
 58583  179.65   0.100
 58584  179.44   0.099
 58585  179.22   0.102
 58586  179.00   0.101
 58587  178.79   0.103
 58588  178.58   0.102
 58589  178.41   0.104
 58590  178.24   0.105
 58591  178.08   0.104
 58592  177.91   0.106
 58593  177.75   0.110
 58594  177.58   0.111
 58595  177.41   0.112
 58596  177.25   0.111
 58597  177.08   0.109
 58598  176.91   0.108
 58599  176.78   0.101
 58600  176.64   0.108
 58601  176.50   0.104
 58602  176.36   0.107
 58603  176.22   0.105
 58604  176.08   0.104
 58605  175.94   0.103
 58606  175.80   0.105
 58607  175.66   0.109
 58608  175.52   0.111
 58609  175.37   0.103
 58610  175.22   0.106
 58611  175.07   0.103
 58612  174.92   0.101
 58613  174.76   0.102
 58614  174.61   0.101
 58615  174.46   0.101
